Channel 1,Channel 2
1.411041765,1.925035578
1.031761156,0.9238728404
0.1126127501,0.07637751708
-0.6922743526,-0.274767358
-0.09104627242,0.286051648
1.496346756,0.8097236048
1.67014618,1.410436452
0.6495873001,0.9107530398
0.2694810477,0.4047952864
-0.2243138925,-0.809843063
-0.4149452264,0.2086995679
0.4013725761,0.9027153756
1.456803536,1.162543005
0.9858436221,1.277560383
0.694543583,0.7973255998
-0.6652284948,-0.5178952752
-0.1737149573,-0.5498436616
0.2436414129,0.776984261
1.478820876,1.650178398
1.708557595,1.650850225
0.3006665039,0.2923509836
-0.1552561031,0.1867919244
-0.5958541269,-0.1297758823
0.2446447856,-0.1912477478
1.014260426,1.311175512
1.875757177,1.303154208
0.7009172635,0.69971129
-0.2429800894,-0.09329721372
-0.4003226644,-0.2599046915
0.2151535453,0.1290469184
0.6057158356,1.277256447
1.398344631,1.782936433
1.584376734,1.235027487
0.2572355433,-0.3024962831
-0.4643945378,-0.08346399008
-0.2847412161,-0.08002551093
0.7387969074,0.5953207001
1.808044891,1.1132538
1.277527114,1.163003066
0.8062327018,0.5174284002
-0.2929894628,-0.7609448004
-0.7781458308,-0.8337053044
0.01270187465,0.7393161665
1.09414383,1.298843588
1.419976621,1.438348383
1.096603722,0.3003620466
0.1508232552,-0.4877798186
-0.8533896044,-0.5536902867
-0.3201178365,-0.04903776481
1.020709411,0.8230091924
1.437465606,1.719451573
1.303527454,1.187663768
-0.08333642341,-0.210707149
-0.1614002921,-0.1013702289
0.283283874,-0.4524219509
0.4756042054,0.7201529208
1.465051949,1.457263827
1.368714011,0.7618169626
0.6572790071,0.662568014
-0.1384896562,-0.157078821
-0.6432020251,-0.375855297
0.3824829641,0.6429304081
1.665539727,0.9412097621
1.591599667,0.985731018
0.8056867721,0.1294572928
0.1107345967,-0.7146490903
0.04006592538,-0.6281183527
0.6101263769,0.4299664515
0.7184106693,0.8607781739
1.17363544,1.243257327
0.3670296313,1.065113912
0.2197801652,0.1845622467
-0.1352633266,-0.4111979916
0.2072733458,-0.04455556809
1.197937183,0.745676875
1.465097429,1.036921942
1.354435157,0.8502471512
0.1720764389,0.4824752421
-0.3728972507,-0.5949357943
-0.5226645835,-0.7003947416
0.8003636129,0.4433004856
1.379196237,1.775083698
1.227525896,1.719111453
0.7913411111,0.4661975275
0.01257944035,0.05796531072
-0.3278617584,-0.5774149233
-0.03701750277,0.9283921822
0.8796313763,1.779145807
1.846729016,1.584237595
0.5236170635,0.5824333802
-0.3190706957,-0.01698584393
-0.05235385334,-0.1842205314
0.4959224327,0.2991850508
1.213756759,1.377896457
1.79262675,1.622428487
0.5736527197,0.7929367793
-0.3329518352,0.02793587224
-0.807631577,-0.08288274016
-0.06680411174,-0.1356350563
0.9871956134,1.305722541
1.883091786,1.666382028
1.428608887,1.467090249
-0.1305327016,0.2193345028
-0.8499195336,-0.859296229
-0.4749019016,0.0676634198
0.5744525778,0.7688969843
1.177057043,1.317906137
1.238645952,1.543303443
0.8658112468,0.9250834966
0.1362538202,0.02807765791
-0.8791525364,-0.5821056168
0.2855671331,0.5333285432
1.117046588,0.7963122443
1.556655961,1.751682179
0.4489831404,1.151714766
-0.4498125123,-0.5219887719
-0.2807674228,-0.8876946273
0.1972689084,0.3713970839
1.026984429,1.457843119
1.932515253,1.432766413
0.8668977284,1.021892356
0.2546542379,0.06394920653
-0.3538210883,-0.8348990183
-0.6210628293,-0.3025246897
0.3506187174,1.001914738
1.659373502,1.376891897
1.37859837,1.603623392
-0.09131880553,0.7717694508
-0.7888592501,-0.6798216602
-0.8461847343,-0.6564742685
0.5518426573,0.9349070448
1.163671637,0.9710894971
1.126394177,1.355683901
1.158009753,0.8638880031
0.2180094529,0.06112188086
0.02364312846,-0.8407958334
-0.1266739222,0.4439823294
0.684172791,1.209963979
1.542436507,1.642703968
0.6073356592,1.1365165
-0.1108699366,-0.4096468061
-0.576218404,-0.4439772326
0.3956396959,-0.5219278105
0.8000540568,1.097634893
1.2434867,1.422721592
1.098501418,1.332183367
-0.00926522634,0.6754030566
-0.2259798307,-0.297482196
-0.6037288605,-0.6887398722
0.3301684946,1.042891466
1.163454054,1.16840872
1.613658941,1.505901519
0.2217050288,0.9303307983
-0.4600313417,-0.1233919922
-0.4232020186,-0.06982011012
0.1554551086,0.7919038067
1.182922097,0.9336017741
1.210672711,1.436420422
1.101514147,1.075494893
-0.3520037666,-0.5886376419
-0.383435965,-0.7689922673
-0.3809726246,-0.3757873437
0.7510240511,0.786612002
1.612701625,1.79903857
0.6333016083,1.394689545
0.5142318455,-0.2404518623
-0.1085492961,-0.293218217
-0.4270363387,0.1897314535
0.5797430299,0.4028028967
1.232360417,1.458038866
1.249483823,1.364987856
0.8006902719,0.8382962437
-0.6549348728,-0.7398535532
-0.4091100604,-0.1720417197
0.9054402946,0.7272328707
1.564877385,1.438890015
1.90468835,1.885733386
0.429024664,0.9950784392
0.05458062979,0.1825764235
-0.1909094879,-0.8142958015
0.647974205,0.3042754627
1.570360387,1.556247145
1.458051396,1.777629639
1.228987476,0.5163843962
0.2416350219,-0.3745533517
-0.2615077824,-0.2540279428
0.004354190464,0.1299277362
1.153167042,1.316178353
1.587363249,1.093799319
1.223044781,1.546840136
0.4465669058,-0.03788437547
-0.1178009259,-0.3328896032
0.1510507454,-0.04674400571
0.3913232222,0.2020074677
1.663875865,1.099401781
1.033741349,0.924219404
0.5276737114,0.9489921938
-0.7405555959,-0.6136559768
-0.7842064819,-0.4402612944
0.2602031526,0.2741375191
1.160869141,1.586664706
1.313738911,1.699435819
0.6413051551,1.167245111
-0.1276156622,-0.5970545891
-0.9557396051,-0.830842573
0.2059053031,-0.243974599
1.002749266,1.034133569
1.741705966,1.794112453
0.5880348947,0.7296509253
-0.3630312926,-0.2292698381
-0.582816926,-0.8834587901
-0.2370653766,-0.1086943954
0.6253423771,1.2630743
1.786554698,1.255023754
0.9188286126,1.017693336
0.447451749,0.2036862254
-0.2338552064,-0.8667520726
-0.8296833085,-0.5995188279
0.6123399805,0.9451618179
1.638405275,1.157288094
1.136369836,1.355434865
0.4545824425,0.548202446
-0.5518316609,-0.03229633404
-0.4531195969,-0.2414430972
0.4071182499,0.06310302642
0.9419894086,1.258722211
1.713210402,1.096262339
0.6431536072,1.275746052
-0.2640873455,-0.3228731515
-0.9487153503,-0.2141952013
0.4423334518,0.1933085875
0.9862402522,0.7476976717
1.602250186,1.898117971
0.7127735052,0.7855221502
0.6871112271,0.5626268664
-0.2790574322,-0.4197788926
-0.1398915845,-0.02485007184
1.026180227,0.6969760894
1.417663464,1.778398604
1.648214823,1.721579598
0.4083698571,0.524644649
-0.5138028565,0.119230008
-0.04903305718,0.04709741397
0.3979223514,0.336542191
1.606597007,1.391843146
1.248624505,1.356325582
1.218542605,1.182434117
-0.443813776,0.2762612808
-0.7329890494,-0.007108842247
-0.02298180402,-0.2010356112
1.163956499,1.368311218
1.038753584,1.885171669
1.248944873,0.7631760069
-0.1805613353,0.0007974259822
-0.3293804063,-0.1380194475
-0.4987217632,0.2402388422
0.8239440659,1.221639555
1.165068228,1.337126418
0.8543415954,0.8407561684
0.6783769786,0.823553264
0.0799981028,-0.2467074232
-0.007315294392,-0.02427011182
0.1116500663,0.519377341
1.074388884,1.715015713
1.222033078,1.04298667
0.4099527395,1.106187165
-0.5575813493,-0.09016302922
-0.63537617,-0.3675936499
0.1842556374,0.6441502003
1.45620362,1.027470913
1.987900873,1.88523114
0.5163678798,0.8512979015
0.1895465357,0.1279892294
-0.329734742,-0.9478431139
0.42196093,-0.4769323668
1.310018136,0.5130672438
1.838787579,1.698527131
0.8863740222,0.8267571076
0.6507807146,-0.1118535955
-0.05022917199,-0.6070035942
0.240686409,-0.6712746315
0.268419479,0.6445900232
1.700262987,0.9562535794
0.9495023516,1.001359801
0.2733854172,0.0458366612
-0.6332423876,-0.7187276999
-0.5516543031,0.02509316269
-0.1083028228,0.357293852
1.487241053,1.154429864
1.377640051,1.20841719
1.035041858,0.7516667973
0.1210826348,0.04374071974
-0.3801222296,-0.8605692063
0.4620147016,0.397519519
0.7010018649,1.240483135
1.50989586,1.781709257
0.7573837103,1.296473897
0.3029428031,-0.3218158029
-0.2515492131,-0.3327796254
-0.5102390895,0.1248373036
0.668254912,0.6217869512
1.271315827,0.9849816384
1.619540583,1.090840725
0.4642567168,-0.1509707357
-0.2241192595,-0.8247961259
-0.6682817965,-0.4809374139
0.5736499483,0.2108368665
1.381728243,1.082102077
1.619524488,1.006250155
0.7634497184,0.4735216236
-0.6917057334,0.05660568468
-0.1256823619,-0.6005148374
-0.1163373474,0.2053421095
1.550193802,1.179656859
0.988647272,1.83347336
1.359609377,0.4071236186
-0.2132722875,0.34550977
-0.4958558884,-0.07671152233
0.4035015941,0.2699073479
0.7999673668,0.6861064295
1.189624802,1.891566746
1.546404153,0.9659874211
-0.1306049279,0.3315390095
-0.3449817039,-0.3813954866
0.265415712,0.1268607754
0.2296724085,0.6499519348
1.541548002,1.571725717
1.414417301,1.021073463
0.6648457532,0.4832080918
-0.8462022303,-0.54047179
-0.808276803,-0.09296397349
0.2840503567,0.001380748918
1.242800304,1.28221361
1.586279438,1.753549393
0.4646213018,0.4247292748
-0.3127286305,-0.4003509105
-0.4063952803,-0.1788063425
-0.137941501,0.07462705502
1.4939679,1.316032769
1.490190379,1.824713013
0.6011279711,1.187151402
-0.2336981443,0.2505703705
-0.4988506694,-0.8620931298
-0.5544963323,-0.1617519602
1.053891154,1.268684284
1.416488155,1.24540501
1.201467844,0.9253911162
0.09121444289,0.08517677121
-0.8753630417,-0.8228554959
-0.5135520171,-0.7765067355
0.249683125,0.9504064116
1.16560357,1.048654664
1.730486652,1.247231964
0.7292192123,0.3341537815
-0.4657213239,0.1178487594
-0.1206841849,-0.6078677493
0.6716145382,0.1611896921
0.8551657053,1.503453307
0.9852463829,1.212351912
0.7396522918,1.159902249
-0.3623057937,0.1742841602
-0.2186528505,-0.09092916588
0.3414229882,0.1075237709
0.554698952,0.9447678111
1.396834362,1.636903241
1.049661682,0.7753547876
0.3127292777,-0.09403344149
-0.1154541451,-0.3742204688
-0.5175803918,-0.2485104029
0.9881574091,0.8322570606
1.251572974,1.274488507
1.449656373,1.326481635
0.3086297084,0.6100744304
-0.4803080288,-0.2087025828
-0.5643197275,-0.405894698
-0.04826895373,0.7440803057
1.509360974,1.664311188
1.486764198,1.586044217
0.8112909524,0.40828833
-0.5411612245,0.001062304687
-0.8380568119,-0.361230299
0.1855615446,0.1285049968
0.8785047074,1.352956147
1.962466928,1.681359526
1.437865753,0.521255799
-0.2681171011,0.1921238647
-0.09371555995,-0.1253888072
-0.2037726944,-0.4000732782
0.4197974128,0.9531817827
1.348624221,1.178796971
0.8013846569,1.546974278
0.1745385866,-0.02212837638
-0.6457187303,-0.8847031729
-0.4805189446,-0.1880268473
0.2729750594,0.2311580414
1.119776351,1.010134309
1.695545256,1.282332887
0.2530048711,0.2770756103
-0.7943536576,-0.5374743588
-0.05849537626,-0.2374766696
-0.1894194467,0.4770211989
1.138800725,1.697819599
1.781154098,1.692236758
1.172793243,0.8809933987
-0.124951724,-0.1944699009
-0.4519820617,-0.8129477296
0.1716498496,-0.3389356153
1.441949972,0.7240622913
1.405926331,1.214913675
1.567972086,1.378115244
-0.2997775236,0.3733266829
-0.8355478061,-0.7595926074
-0.6361888769,-0.1076489037
1.146646594,0.4083273998
1.714909037,1.356302206
1.609239409,1.637746637
0.9040967656,0.4144522924
-0.008045167218,-0.6749933939
-0.03994366045,0.04540610955
0.5841554723,0.384423594
1.475511456,0.8663495014
1.075892676,1.869384092
0.7894538154,1.063132016
0.2724964934,-0.07302920068
-0.5223267206,-0.09433499957
-0.04321703782,0.3865258423
1.374191459,1.085484829
1.453429583,1.512422658
0.51995376,0.5692584027
0.3554349196,0.01168305942
-0.7069397606,-0.9083192408
-0.1126875944,0.1071012073
0.8758301709,0.9147373023
1.075069336,1.86720987
0.9978387129,1.514604771
0.04556654352,0.6069083
0.008210086786,-0.6377949549
-0.296885134,0.0321282935
0.8656677373,0.3965614905
1.58618672,1.310274939
1.033411077,1.836106053
1.031351043,0.9744780443
-0.5072614085,-0.2859338159
-0.5507240198,-0.5970863927
0.1206897874,-0.07157138491
0.9241283489,1.109531159
1.320863084,1.339953536
0.5983872319,0.4095973913
-0.06097952767,0.1615173494
-0.2909612317,-0.5787180391
0.4452392057,0.4850141729
0.6551415898,0.5945670692
1.905055689,1.563168849
0.8884858469,1.488386266
0.6062327043,-0.01693687646
-0.1848630484,-0.01260193984
-0.07354995136,-0.05088125222
0.9625659338,0.6773729746
1.419596182,0.9521337786
1.564334456,1.147020847
0.020210834,-0.01430067494
-0.06418162026,-0.7722138981
-0.04969695547,-0.7175667108
0.137773734,0.2539388733
1.582610825,1.244506138
1.763666995,1.566866609
1.127700356,0.4114097204
-0.4774562983,-0.2145480686
-0.7904937621,-0.9245940248
-0.1262723305,-0.249577323
1.296897704,1.010682793
1.789291205,1.565734949
0.7729036369,1.173408602
0.4048788383,-0.1360514586
-0.8697944714,-0.744327519
-0.4790435457,0.2717181352
1.368988868,0.6164800662
1.680924893,1.271670673
1.227630091,1.321141852
0.3387381422,0.7617136322
-0.2447006433,-0.1039681864
-0.7578865729,-0.662680651
0.8497455722,0.4773711218
0.9845504539,1.857682139
1.829676932,0.8889628322
0.468020566,0.6303650443
-0.183181461,0.1194223154
-0.5666612673,-0.21917475
0.4295211993,0.6882029798
0.9922991133,1.228125917
1.892492087,1.463572821
1.092317163,0.3285714048
0.2867572237,-0.2422139676
-0.9079790096,-0.1139222601
0.1750957744,-0.2830562302
1.022474453,0.8139960696
1.377273216,1.024011155
1.474646768,1.01868603
0.2526054467,0.376492752
-0.04073679414,-0.5650279942
0.2643335346,-0.6328117296
0.9813500634,1.20846304
1.66037825,1.463831312
1.537351463,0.922996709
0.2677080523,0.4528860629
-0.8062191277,-0.14100459
-0.2919652023,-0.8532403801
0.2663325678,0.7683487866
1.487582296,1.031112383
1.029992028,1.88601666
0.9839099975,0.3076495526
0.2188602993,-0.2125160377
-0.5936871945,-0.7319558979
-0.2111505335,0.6438818782
0.6450068997,1.035506674
1.693331736,1.903923663
0.6005653687,0.9765843901
-0.1134825609,-0.2512389707
-0.8120239882,-0.02668228289
-0.4958447122,-0.04050772149
1.366535669,1.124374577
1.655666167,1.016609488
1.535085113,0.7079197593
0.6186319718,0.7434367842
-0.245847183,-0.3167234916
-0.1922171719,0.1433973908
0.2706594127,0.258330506
1.583605138,1.205777343
1.420347555,1.540709795
0.09347579462,0.6192740982
0.07946073251,-0.448345803
-0.2973967146,-0.8565053311
0.01677893821,-0.00927216645
1.255067553,1.60743791
1.607441785,1.311833679
0.9619687029,1.240614799
-0.1875332699,-0.4500421341
-0.05121513994,-0.4688179186
-0.4077695862,0.5306247039
1.248219184,1.191694708
1.451677848,1.035618547
1.099811859,1.078231987
0.418457431,-0.1348847306
-0.09188794042,-0.7978787895
-0.5037482689,-0.6661474988
0.3512441301,0.4589487854
1.798270773,1.468529042
0.862383388,1.12282706
0.1874634475,0.564713017
-0.6047190372,-0.4380384404
-0.7552750085,0.09558595579
0.3334489035,0.8810286677
0.883659599,1.613467709
1.526310212,1.631794024
1.114256004,0.5494014775
0.1974316293,0.1233571209
-0.141871153,-0.7817037343
0.6018834709,0.1190837559
0.810496184,1.220138272
1.626716776,1.698275448
0.9792330375,1.384210517
-0.3507987876,0.3352998633
-0.04758830266,-0.7064608492
-0.54256842,0.177561518
0.429752674,1.020141792
1.76842545,1.637252199
1.513679429,0.7785922496
0.6182429495,0.07331717276
-0.0244770786,-0.7085518097
-0.3974461995,-0.08521263857
0.8223399309,0.5028864195
0.9733499934,1.728136922
1.223147789,1.101995858
0.8140915152,0.5052581112
0.1275641376,-0.09079624129
-0.08368046353,-0.1054725656
0.1746723498,0.7302462298
0.9798649305,1.559146389
1.531353748,1.195065356
0.5644763023,0.3374205906
-0.2142341204,-0.4653579529
-0.5378306192,-0.2922419012
0.1066971449,-0.2721635444
0.6223035612,0.5670539056
1.26608662,1.917891732
1.175074689,0.674224185
0.4019596771,0.1634409295
-0.8744822518,-0.7426118461
-0.03465210609,-0.1632144224
0.463565273,0.9475855178
1.869643534,1.902279837
1.00301927,1.685457192
0.03446934182,0.2322317632
0.07172000283,-0.6720470742
0.1288781983,-0.4956391065
0.9391039569,0.8769160673
0.9200226084,1.115210307
1.217356161,1.871641967
0.9623430222,1.044174852
-0.5156490511,0.1637706172
-0.5248515073,0.0115011308
0.08870338275,0.493010263
0.7957510889,1.350469294
1.411608523,1.212966782
1.360905879,1.351010444
0.3878060497,-0.03145469486
-0.7938740747,-0.2586396229
0.4301781199,-0.2441172229
1.416342921,1.134039806
1.279507093,1.752593188
1.306435225,0.7837431256
0.1099552765,-0.2078861999
-0.3425650833,-0.3191183861
0.07759935233,-0.3334616812
0.6109220478,0.7299247921
1.204068768,0.932408891
1.54641308,1.494693626
0.4173388681,0.3705415773
-0.6190401098,-0.2029207607
-0.02865578479,-0.7369078438
0.5878273807,0.6746107095
1.066161233,1.109276749
1.501742548,1.37279192
1.108952371,1.178021948
0.1048282551,-0.1446190736
-0.801916662,-0.1735647864
0.3357269853,0.2427607444
0.8094944616,1.332721106
1.949345902,1.042195788
0.921164074,1.386346869
0.4425359881,-0.2523070328
-0.7999831327,-0.826761159
0.3289802507,-0.6192953423
1.247006199,0.4703616743
1.217883451,1.056482646
0.746248255,1.122793601
-0.1551537411,0.8058235922
0.05287651871,-0.743081605
-0.7568578181,-0.6510019724
0.435613764,0.7941944818
1.575516706,0.9960335446
1.155286533,1.492180202
1.027089302,0.2089094128
-0.4855591348,-0.6374131272
-0.7735782197,-0.2637325941
0.3434187991,-0.03265344462
0.7156248097,0.7884380948
1.032046521,1.265030216
1.332695906,1.003303779
-0.2230504627,0.4046041625
-0.3052149503,-0.2263810723
-0.1188207843,0.1348874498
0.8824899848,0.4588016345
1.241522347,1.022071689
1.442649772,1.476134393
0.5996095586,0.5090129962
-0.6931987875,-0.6436703019
0.04808616011,-0.7292619155
0.6118875461,0.621111526
1.883121292,1.335872204
0.8508728941,1.429934238
0.03749952594,0.5912716733
-0.72678175,-0.2840057585
-0.4351414057,-0.3278836218
0.2883141291,0.5200721561
1.006387272,1.322847551
1.297553886,1.050273799
0.3411063818,0.7849458909
0.1189415206,-0.1352227347
-0.9664718201,-0.7608777087
0.5977097317,-0.01382140524
1.123417375,1.532118646
1.195665423,1.530434374
0.7813598062,0.7114786032
0.454277395,0.3213111023
-0.7939598729,0.005188861502
-0.5522093825,-0.3292277828
0.3478841196,0.6800484368
1.169335486,1.890491747
1.397619797,0.9362663983
-0.149935443,0.02683508819
-0.8196731472,-0.02122043673
-0.6372939404,-0.2377105827
0.1713265569,0.5784572355
1.424657205,1.710733261
1.694259076,1.872853781
1.029098452,1.056539127
-0.6754195239,-0.7381526292
-0.3307672765,-0.3358652659
0.3829987345,0.7375614026
1.431635973,0.9834887953
1.583270446,1.575308824
0.8748807281,0.7452563296
-0.005807241241,0.2795075154
-0.2279298943,-0.06278615448
0.3143187602,0.40804704
0.5573481362,1.399972994
1.828101515,1.608333667
1.16839551,1.183534275
-0.07824107572,-0.1991860069
-0.6306776981,0.00916132223
-0.2085220089,0.2261971035
0.961463373,1.04074094
1.564433797,1.674336714
1.053896766,0.9389609641
0.783539769,0.8745426487
-0.1513585966,-0.4549244953
-0.006947291514,-0.5331687309
0.4618829887,0.2753579844
1.318006972,1.184865185
1.42453386,1.042061767
0.3651064309,0.3279190225
0.2018402978,0.0128898914
-0.09910504184,-0.874436831
-0.2244422754,0.3287558372
1.203351556,1.128162926
1.236364794,1.204128292
0.9381885801,0.671110401
0.3325037653,0.3965026986
-0.4960784951,-0.5615258049
-0.2778575336,0.3027473931
0.5503084624,0.6522427687
1.09260263,1.348366117
1.628019835,1.06622601
0.448063426,0.4819650664
-0.848193836,-0.09292814901
-0.3100360277,-0.2000663312
0.1817431032,0.8601898365
1.785878918,1.512516484
1.388107157,1.016106721
0.5251485251,0.9212783522
-0.02047973617,-0.307962917
-0.9418596781,-0.2332359616
0.5545275366,0.6172585335
1.201330707,1.181743249
1.634103268,1.024284531
0.4243581274,0.8539349004
-0.3609556606,0.2428461431
-0.1417044694,-0.1798103223
0.3096788134,0.2728835322
0.5332430813,1.030588401
1.031461717,1.201468522
0.7768647054,1.211887583
0.4206536594,-0.02667507699
-0.1337725624,-0.5500613396
-0.2261194089,-0.7104358168
0.9779978694,0.7720656497
1.52831381,1.53346453
1.04877935,1.657161276
0.4465945328,0.5163801155
-0.4804375464,-0.1179265202
-0.8347618112,-0.1113557009
0.3707600957,0.4447359323
1.605401083,1.77762626
1.347678031,1.095208405
0.932730547,0.7947530911
-0.3473121325,-0.4303207131
-0.2828434755,-0.8763818703
-0.07338186916,0.6135236793
1.243184552,1.076210479
1.316179377,1.798117102
1.481232085,0.638228011
0.4752889411,-0.2518408312
-0.5838063481,-0.212558724
-0.2679006383,-0.04990950572
1.131060908,0.8311832821
1.466418335,1.771036715
1.166368516,1.630246759
0.5552109656,-0.005057379477
-0.6924854185,-0.6265120442
-0.3271937561,-0.1888321145
0.7479513649,1.001292696
1.262498459,1.248197218
1.467074482,1.056657363
0.7190587806,0.4900804617
-0.6555881549,-0.0782826396
-0.550575878,-0.6998816166
0.6947695228,0.1931496972
1.230717939,1.241546773
1.279707817,1.394048652
0.7832668094,0.6432146535
0.01990458993,0.08311772959
-0.5410081216,-0.08572172812
-0.1408221307,0.01759060901
1.054121236,1.249569056
1.692178307,1.461867678
1.262014444,0.8761610066
-0.2733102928,0.5767840677
-0.05808369774,0.01884356092
-0.07226297797,-0.4259547531
0.5326686248,0.4149011538
1.530660818,1.777726559
1.663399623,0.8055828725
0.139081437,0.454628741
-0.3820470132,-0.1979193689
-0.5494539092,-0.6282981646
0.116359641,0.1799545096
1.001043296,1.514795079
1.538161259,1.518102433
0.3238009719,1.147670832
-0.6341611319,0.04573085086
-0.8863525946,-0.1309879056
0.4586836666,0.3972305345
0.8721049115,0.8391398048
1.05178078,1.466196435
0.6767009246,1.173423022
-0.4896036168,0.4622745885
-0.6759153093,-0.6560362259
-0.286127935,-0.2928303656
0.4035518113,0.9878773246
1.836188044,1.1172401
0.7952401621,1.023793299
0.2460575458,0.7152314322
-0.6148066963,-0.6626153434
-0.404967068,0.08731260028
0.6612122689,0.7799980103
1.176114289,1.474350363
1.6616463,1.124210341
0.2845776281,0.742289034
-0.1065245574,0.1405300007
-0.8878173791,-0.1772080192
0.5200394865,-0.01599262919
0.9913198916,1.054868954
1.893475114,1.713815727
1.21429575,1.070531613
-0.03434260341,0.03591707551
-0.6303569991,-0.245409161
-0.1964067553,0.112815783
1.492793087,0.693421394
1.665329085,1.009360302
1.405100637,1.359516713
0.1820013129,0.4157547468
-0.6191789954,-0.2321323423
-0.09874675092,-0.6013468819
1.081259464,0.4488695147
1.300838724,1.407090437
0.8030965504,1.076934603
0.8707856996,0.7736959617
-0.02602518425,-0.1884179253
-0.6691872909,-0.5993633271
0.892029485,-0.01010282523
1.545020381,1.681981341
1.207032141,1.632962209
0.454589529,0.5307152102
0.04352197294,-0.2493219435
-0.9520560246,-0.4942017635
0.1027835954,0.6485619397
1.455557255,0.9561108062
1.789424718,1.337449816
0.9114976749,0.961754693
-0.4645431286,0.4855747114
-0.4466735119,-0.5489237341
-0.4488295541,0.1354138913
0.4835375671,0.5310845738
1.762928985,1.547387185
1.087851672,1.242838709
0.1395919741,0.7074407224
-0.2946339258,-0.5214273605
-0.4427325847,-0.04139040855
0.1702283576,0.7759181142
1.350177939,1.423690124
1.232333578,1.054447336
0.05206760007,0.5528222949
-0.4618273603,-0.7417920737
-0.07840869512,-0.6279108655
0.471445697,0.003713055586
1.105762086,0.8836108959
1.03699886,1.831264445
0.8347117344,1.173168838
-0.2780622095,-0.2008909735
-0.4585994201,-0.8320273539
-0.2257425135,0.3892854975
1.284274258,0.9197604435
1.986749882,1.825539028
1.158572405,0.7235372467
-0.268426467,0.1113243946
-0.2651851366,-0.4661235119
-0.5842459629,0.3164247041
0.329876018,1.244966118
1.486422114,1.695169332
1.511861523,1.614518021
0.4393264388,0.8698607729
-0.6785058731,-0.7907657655
-0.09154961663,-0.7021218707
0.7714537559,0.7344818251
